City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
43,Cabedelo,-6.9811,-34.8339,79.95,78,70,12.88,BR,2021-12-14 02:00:41
44,Beyneu,45.3167,55.2,22.17,65,0,10.07,KZ,2021-12-14 02:00:41
45,Dikson,73.5069,80.5464,-2.18,96,100,26.31,RU,2021-12-14 02:00:41
46,Morondava,-20.2833,44.2833,77.02,82,26,6.49,MG,2021-12-14 02:01:42
47,Requena,39.4883,-1.1004,42.37,72,0,1.97,ES,2021-12-14 02:01:42
48,Matara,5.9485,80.5353,77.32,81,99,9.89,LK,2021-12-14 02:01:42
49,Beringovskiy,63.05,179.3167,14.4,89,100,25.95,RU,2021-12-14 02:01:43
50,Hobart,-42.8794,147.3294,74.26,61,20,1.01,AU,2021-12-14 01:58:05
51,Severo-Kurilsk,50.6789,156.125,32.38,83,100,31.7,RU,2021-12-14 02:01:43
52,Gushikawa,26.3544,127.8686,69.03,56,15,8.16,JP,2021-12-14 02:01:43
53,Busselton,-33.65,115.3333,67.08,57,98,8.72,AU,2021-12-14 02:01:44
54,Jamestown,42.097,-79.2353,42.12,56,1,3.0,US,2021-12-14 02:01:44
55,Nabire,-3.3667,135.4833,88.88,56,100,4.59,ID,2021-12-14 01:52:40
56,Chara,56.9064,118.2631,-14.26,96,100,0.65,RU,2021-12-14 02:01:45
57,Albany,42.6001,-73.9662,46.72,49,2,1.99,US,2021-12-14 02:01:45
58,Vaini,-21.2,-175.2,78.37,70,2,9.89,TO,2021-12-14 02:01:45
59,Traverse City,44.7631,-85.6206,38.48,90,1,0.0,US,2021-12-14 02:01:39
60,Sola,-13.8833,167.55,81.28,80,100,23.47,VU,2021-12-14 02:01:46
61,Port Augusta,-32.5,137.7667,92.71,38,100,11.16,AU,2021-12-14 02:01:46
62,Cape Town,-33.9258,18.4232,63.1,70,20,4.0,ZA,2021-12-14 01:58:40
63,Codrington,-38.2667,141.9667,67.26,51,15,13.27,AU,2021-12-14 02:01:46
64,Lasa,46.6166,10.7002,33.37,66,9,6.49,IT,2021-12-14 02:01:47
65,Atuona,-9.8,-139.0333,78.64,71,97,18.03,PF,2021-12-14 02:01:47
66,Necochea,-38.5473,-58.7368,54.03,83,0,8.7,AR,2021-12-14 02:01:47
67,Longhua,23.6137,114.1919,65.43,53,0,2.04,CN,2021-12-14 02:01:48
68,Lundazi,-12.2929,33.1782,66.51,72,2,4.41,ZM,2021-12-14 02:01:18
69,Tuktoyaktuk,69.4541,-133.0374,-16.31,98,100,2.15,CA,2021-12-14 02:01:44
70,Souillac,-20.5167,57.5167,77.36,74,22,13.15,MU,2021-12-14 02:01:06
71,Maloyaroslavets,55.0146,36.4719,26.69,99,100,1.03,RU,2021-12-14 02:01:48
72,Qaanaaq,77.484,-69.3632,6.24,75,100,1.99,GL,2021-12-14 02:01:49
73,Nendaz,46.1833,7.3,35.64,100,4,3.44,CH,2021-12-14 02:01:49
74,Bais,9.5911,123.1228,81.63,78,76,14.25,PH,2021-12-14 02:01:49
75,Cabo San Lucas,22.8909,-109.9124,74.05,83,97,7.31,MX,2021-12-14 01:58:27
76,Kungurtug,50.5994,97.5228,1.47,94,100,1.07,RU,2021-12-14 02:01:50
77,Saint-Philippe,-21.3585,55.7679,76.55,84,34,12.62,RE,2021-12-14 02:01:50
78,Butaritari,3.0707,172.7902,81.61,73,56,16.87,KI,2021-12-14 02:01:50
79,Tyumentsevo,53.3224,81.498,-14.44,100,100,3.71,RU,2021-12-14 02:01:51
80,Iskateley,67.6803,53.1512,11.62,96,100,6.87,RU,2021-12-14 02:01:51
81,Touros,-5.1989,-35.4608,83.3,77,13,12.21,BR,2021-12-14 01:53:50
82,Yerbogachen,61.2767,108.0108,-46.16,100,57,1.48,RU,2021-12-14 02:01:51
83,Egvekinot,66.3167,-179.1667,-15.86,71,100,10.18,RU,2021-12-14 02:01:52
84,Magnitogorsk,53.4186,59.0472,20.23,49,89,6.71,RU,2021-12-14 02:01:52
85,Liverpool,53.4106,-2.9779,46.44,86,40,2.3,GB,2021-12-14 01:58:51
86,Tabou,4.423,-7.3528,79.43,83,11,7.31,CI,2021-12-14 02:01:53
87,Sosnovo-Ozerskoye,52.5249,111.5418,-2.4,91,43,8.68,RU,2021-12-14 02:01:53
