City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
88,Trairi,-3.2778,-39.2689,80.33,76,61,11.61,BR,2021-12-14 01:57:09
89,Bathsheba,13.2167,-59.5167,78.96,81,99,18.37,BB,2021-12-14 02:01:54
90,Mezhdurechenskiy,59.6,65.9333,16.3,90,100,6.02,RU,2021-12-14 02:02:54
91,Asau,46.4333,26.4,31.95,78,93,1.9,RO,2021-12-14 02:02:54
92,Ponta Do Sol,32.6667,-17.1,64.0,77,100,9.8,PT,2021-12-14 02:01:48
93,Port Alfred,-33.5906,26.891,67.14,88,85,16.26,ZA,2021-12-14 02:01:41
94,Goba,7.0167,39.9833,45.7,86,100,3.47,ET,2021-12-14 02:02:55
95,Narsaq,60.9167,-46.05,34.02,78,100,2.51,GL,2021-12-14 02:01:44
96,Vanimo,-2.6741,141.3028,84.06,74,100,0.78,PG,2021-12-14 02:01:48
97,Thompson,55.7435,-97.8558,-13.38,99,6,3.02,CA,2021-12-14 02:02:56
98,Cherskiy,68.75,161.3,-18.71,85,100,5.08,RU,2021-12-14 02:02:56
99,New Norfolk,-42.7826,147.0587,74.91,41,16,4.0,AU,2021-12-14 02:02:56
100,Kapaa,22.0752,-159.319,77.18,81,10,3.0,US,2021-12-14 02:00:35
101,Alofi,-19.0595,-169.9187,82.29,65,40,8.05,NU,2021-12-14 02:02:57
102,Ust-Omchug,61.15,149.6333,-11.81,96,100,8.59,RU,2021-12-14 02:02:32
103,Talnakh,69.4865,88.3972,-20.79,88,99,9.46,RU,2021-12-14 02:02:57
104,Plettenberg Bay,-34.0527,23.3716,62.6,91,100,4.34,ZA,2021-12-14 02:02:57
105,Aklavik,68.2191,-135.0107,-21.28,100,100,0.38,CA,2021-12-14 02:02:58
106,Teya,60.3778,92.6267,-16.04,100,99,1.59,RU,2021-12-14 02:02:58
107,Mouila,-1.8685,11.0559,73.36,98,100,0.38,GA,2021-12-14 02:02:58
108,Hithadhoo,-0.6,73.0833,81.68,72,100,11.01,MV,2021-12-14 02:01:49
109,Vilhena,-12.7406,-60.1458,70.52,99,99,4.32,BR,2021-12-14 02:02:59
110,Bundibugyo,0.7414,30.0417,71.42,66,93,2.3,UG,2021-12-14 02:02:59
111,Nhulunbuy,-12.2333,136.7667,93.81,52,20,9.22,AU,2021-12-14 02:01:18
112,Geraldton,-28.7667,114.6,73.13,52,90,24.16,AU,2021-12-14 02:02:59
113,Sault Sainte Marie,46.5168,-84.3333,37.22,70,40,20.71,CA,2021-12-14 01:59:49
114,Port-Gentil,-0.7193,8.7815,79.59,84,78,8.88,GA,2021-12-14 02:03:00
115,Biloxi,30.396,-88.8853,59.41,92,2,4.47,US,2021-12-14 01:59:13
116,Atambua,-9.1061,124.8925,85.37,62,26,3.13,ID,2021-12-14 02:03:00
117,Vostok,46.4856,135.8833,12.67,83,100,4.9,RU,2021-12-14 02:03:01
118,Nanortalik,60.1432,-45.2371,31.91,76,87,4.43,GL,2021-12-14 01:53:55
119,Ishigaki,24.3448,124.1572,70.0,68,94,14.67,JP,2021-12-14 02:03:01
120,Vardo,70.3705,31.1107,35.91,90,100,14.32,NO,2021-12-14 01:54:01
121,Araouane,18.9048,-3.5265,73.04,12,100,11.59,ML,2021-12-14 02:03:02
122,Castro,-24.7911,-50.0119,68.07,77,100,3.04,BR,2021-12-14 02:02:50
123,Polyarnyy,69.1989,33.4478,27.07,95,93,10.29,RU,2021-12-14 02:03:02
124,Taoudenni,22.6783,-3.9836,63.55,31,98,11.59,ML,2021-12-14 02:03:02
125,Tsaratanana,-16.7833,47.65,70.5,79,6,7.16,MG,2021-12-14 02:03:03
126,Korla,41.7597,86.1469,22.32,62,98,0.81,CN,2021-12-14 02:03:03
127,Kruisfontein,-34.0033,24.7314,62.89,93,99,7.23,ZA,2021-12-14 02:03:03
128,Morant Bay,17.8815,-76.4093,80.65,83,22,13.91,JM,2021-12-14 02:03:04
129,Lebu,-37.6167,-73.65,53.65,88,1,10.33,CL,2021-12-14 01:53:55
130,Ayan,56.45,138.1667,-0.69,72,11,16.11,RU,2021-12-14 02:03:04
131,Macklin,52.3334,-109.9348,9.43,94,62,4.68,CA,2021-12-14 02:03:04
132,Mandan,46.8267,-100.8896,33.78,86,1,11.5,US,2021-12-14 02:02:53
133,Del Rio,29.3627,-100.8968,62.71,55,1,8.05,US,2021-12-14 02:03:05
134,Zaozerne,45.1582,33.2787,46.94,90,75,9.37,UA,2021-12-14 02:03:05
135,Longyearbyen,78.2186,15.6401,19.24,86,20,11.5,SJ,2021-12-14 02:01:14
136,Macenta,8.5435,-9.471,67.05,50,30,0.45,GN,2021-12-14 02:03:06
137,Qesarya,32.5189,34.9046,66.99,77,100,2.62,IL,2021-12-14 02:03:06
138,Sao Filipe,14.8961,-24.4956,75.16,72,66,10.04,CV,2021-12-14 02:01:52
139,Marsa Matruh,31.3525,27.2453,58.42,71,1,13.31,EG,2021-12-14 02:04:06
140,Tiksi,71.6872,128.8694,-29.74,100,87,3.31,RU,2021-12-14 02:03:02
141,Jacobina,-11.1806,-40.5183,68.67,88,100,4.07,BR,2021-12-14 02:04:07
142,Georgetown,5.4112,100.3354,82.89,77,20,9.22,MY,2021-12-14 02:04:07
143,Caravelas,-17.7125,-39.2481,76.24,87,100,6.6,BR,2021-12-14 02:04:07
144,Saint Anthony,45.0205,-93.218,33.82,80,1,3.44,US,2021-12-14 02:02:57
145,Muravlenko,63.7898,74.523,-16.8,97,32,9.8,RU,2021-12-14 02:04:08
146,Sueyoshi,31.65,131.0167,46.99,51,1,6.82,JP,2021-12-14 02:04:08
147,Hami,42.8,93.45,23.22,48,35,0.78,CN,2021-12-14 02:04:08
148,Margate,51.3813,1.3862,49.71,81,99,1.99,GB,2021-12-14 02:01:09
149,Corner Brook,48.9667,-57.9484,33.93,75,31,11.01,CA,2021-12-14 02:00:25
150,Vilyuysk,63.7553,121.6247,-36.4,98,95,5.84,RU,2021-12-14 02:04:09
151,Hervey Bay,-25.2986,152.8535,88.03,58,21,3.0,AU,2021-12-14 02:04:10
152,Cockburn Town,21.4612,-71.1419,80.11,74,0,23.42,TC,2021-12-14 02:04:10
153,Pevek,69.7008,170.3133,-27.87,92,32,1.61,RU,2021-12-14 02:04:10
154,Jalu,29.0331,21.5482,51.46,83,4,9.46,LY,2021-12-14 02:04:11
155,Carauari,-4.8828,-66.8958,75.97,95,100,2.33,BR,2021-12-14 02:04:11
156,Cidreira,-30.1811,-50.2056,72.97,91,100,9.17,BR,2021-12-14 02:04:11
157,Gorin,51.1983,136.6669,2.98,87,40,2.62,RU,2021-12-14 02:04:12
158,Mastic Beach,40.7668,-72.8521,49.66,52,2,1.99,US,2021-12-14 01:59:48
159,Svetlogorsk,52.6333,29.7333,33.44,98,100,6.46,BY,2021-12-14 02:04:12
160,Saskylakh,71.9167,114.0833,-7.89,97,100,9.86,RU,2021-12-14 02:01:54
161,Zomba,-15.386,35.3188,72.73,57,21,5.35,MW,2021-12-14 02:04:12
162,Coquimbo,-29.9533,-71.3436,60.53,77,0,5.75,CL,2021-12-14 02:03:16
163,Kaitangata,-46.2817,169.8464,60.93,74,7,10.45,NZ,2021-12-14 02:02:58
164,Catamarca,-28.4696,-65.7852,72.77,69,96,1.99,AR,2021-12-14 02:00:46
165,Arrifes,37.7667,-25.7,56.23,76,75,5.75,PT,2021-12-14 02:04:13
166,Hamilton,39.1834,-84.5333,45.41,66,72,3.65,US,2021-12-14 02:00:17
167,Camacha,33.0833,-16.3333,60.53,82,75,16.11,PT,2021-12-14 02:04:14
168,Tura,25.5198,90.2201,62.26,69,2,1.68,IN,2021-12-14 02:04:14
169,Morehead,37.2711,-87.1764,45.0,84,1,0.0,US,2021-12-14 02:04:14
170,Bucak,37.4592,30.595,51.44,90,100,2.44,TR,2021-12-14 02:04:15
171,Nome,64.5011,-165.4064,-5.73,60,1,5.75,US,2021-12-14 02:04:15
172,Saint-Joseph,-21.3667,55.6167,75.56,80,20,11.97,RE,2021-12-14 02:04:15
173,Port Hedland,-20.3167,118.5667,100.45,14,2,5.75,AU,2021-12-14 02:04:15
174,Kununurra,-15.7667,128.7333,98.58,41,7,8.05,AU,2021-12-14 02:03:17
175,Yellowknife,62.456,-114.3525,1.65,97,100,5.23,CA,2021-12-14 02:04:16
176,Cortes,41.9395,-1.4396,45.61,83,0,1.16,ES,2021-12-14 02:04:16
177,Hasaki,35.7333,140.8333,43.2,46,93,3.98,JP,2021-12-14 02:04:17
178,Aykhal,66.0,111.5,-37.7,100,48,3.71,RU,2021-12-14 02:04:17
179,La Ronge,55.1001,-105.2842,-0.42,98,87,5.44,CA,2021-12-14 02:04:17
180,Santa Maria,-29.6842,-53.8069,69.91,93,100,3.69,BR,2021-12-14 02:04:18
181,Isangel,-19.55,169.2667,83.86,78,99,20.2,VU,2021-12-14 02:04:18
182,Pangnirtung,66.1451,-65.7125,-2.54,89,100,0.94,CA,2021-12-14 02:01:51
183,Bambous Virieux,-20.3428,57.7575,77.22,71,25,13.71,MU,2021-12-14 02:04:18
184,Sorland,67.667,12.6934,43.2,81,60,35.9,NO,2021-12-14 02:05:19
185,Gat,31.61,34.7642,63.39,88,100,3.31,IL,2021-12-14 02:05:19
186,Laramie,41.3114,-105.5911,41.56,35,1,6.91,US,2021-12-14 02:01:36
187,Chuy,-33.6971,-53.4616,68.63,94,100,6.64,UY,2021-12-14 02:05:19
188,Pokrovsk,48.282,37.1758,31.68,90,100,8.75,UA,2021-12-14 02:05:20
189,Laguna,38.421,-121.4238,53.64,94,90,7.0,US,2021-12-14 02:05:20
190,Lagoa,39.05,-27.9833,58.68,58,99,5.5,PT,2021-12-14 02:02:57
191,Yangambi,0.8102,24.4336,69.98,94,100,2.77,CD,2021-12-14 02:05:20
192,Rocha,-34.4833,-54.3333,63.66,80,100,5.19,UY,2021-12-14 02:01:41
193,Ancud,-41.8697,-73.8203,51.33,89,79,4.54,CL,2021-12-14 02:02:56
194,Bengkulu,-3.8004,102.2655,82.2,71,72,1.16,ID,2021-12-14 02:04:11
195,Altagracia De Orituco,9.8601,-66.3814,71.11,92,88,5.48,VE,2021-12-14 02:05:21
196,Teahupoo,-17.8333,-149.2667,80.53,74,100,11.54,PF,2021-12-14 02:05:21
197,Gillette,44.2911,-105.5022,43.25,50,1,8.01,US,2021-12-14 02:05:22
198,Faanui,-16.4833,-151.75,81.97,70,18,14.63,PF,2021-12-14 02:04:13
199,Baglung,28.2719,83.5898,50.97,49,55,4.25,NP,2021-12-14 02:05:22
200,Taitung,22.7583,121.1444,71.87,68,75,5.75,TW,2021-12-14 02:05:23
201,Vila Franca Do Campo,37.7167,-25.4333,58.19,66,98,5.68,PT,2021-12-14 02:05:23
202,Tuatapere,-46.1333,167.6833,63.82,54,0,10.92,NZ,2021-12-14 02:05:23
203,San Nicolas,18.1725,120.5953,82.94,55,83,8.14,PH,2021-12-14 02:05:24
204,Saint-Leu,-21.15,55.2833,76.03,75,14,2.53,RE,2021-12-14 02:05:24
205,Los Llanos De Aridane,28.6585,-17.9182,60.55,70,0,5.01,ES,2021-12-14 02:05:24
206,Kahului,20.8947,-156.47,78.82,80,40,19.57,US,2021-12-14 02:05:25
207,Sept-Iles,50.2001,-66.3821,25.05,79,100,1.01,CA,2021-12-14 02:05:25
208,Saldanha,-33.0117,17.9442,61.43,80,51,21.72,ZA,2021-12-14 02:01:51
209,Vila Velha,-20.3297,-40.2925,78.75,86,40,11.99,BR,2021-12-14 02:04:48
210,Hermanus,-34.4187,19.2345,61.9,80,100,9.24,ZA,2021-12-14 02:00:30
211,Pergamino,-33.89,-60.5736,69.26,39,56,6.24,AR,2021-12-14 02:05:29
212,Manitouwadge,49.1215,-85.8403,10.99,98,12,1.28,CA,2021-12-14 02:05:29
213,Meadow Lake,34.8014,-106.5436,48.65,34,97,5.19,US,2021-12-14 02:05:30
214,Mount Isa,-20.7333,139.5,100.17,15,2,9.22,AU,2021-12-14 02:05:30
215,Khakhea,-24.6895,23.494,70.97,62,3,8.01,BW,2021-12-14 02:05:30
216,Balkhash,46.844,74.9804,14.61,79,0,6.71,KZ,2021-12-14 02:05:31
217,Sabang,5.8933,95.3214,81.21,78,77,21.03,ID,2021-12-14 02:04:09
218,Les Escoumins,48.1111,-69.0236,31.84,97,100,16.24,CA,2021-12-14 02:05:31
219,Mecca,21.4267,39.8261,69.93,59,3,2.33,SA,2021-12-14 02:04:28
220,Rawson,-43.3002,-65.1023,65.03,42,14,16.11,AR,2021-12-14 02:05:26
221,Fortuna,40.5982,-124.1573,46.74,95,90,0.0,US,2021-12-14 02:03:05
222,Vazante,-17.9869,-46.9078,69.37,98,100,3.31,BR,2021-12-14 02:05:32
