City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Kirensk,RU,57.7853,108.1119,-28.28,98,80,3.06,broken clouds
349,Jaszkiser,HU,47.45,20.2167,46.69,91,87,9.01,overcast clouds
350,El Alto,PE,-4.2714,-81.2147,68.86,79,21,19.33,few clouds
351,Kingsport,US,36.5484,-82.5618,53.11,75,40,3.0,scattered clouds
352,Vila Franca Do Campo,PT,37.7167,-25.4333,63.19,95,89,9.1,overcast clouds
353,Mundo Nuevo,MX,18.7,-95.5,72.43,77,3,9.93,clear sky
354,Kaitangata,NZ,-46.2817,169.8464,61.93,72,0,8.95,clear sky
355,Vestmanna,FO,62.1564,-7.1664,36.52,56,75,12.66,broken clouds
356,Camacha,PT,33.0833,-16.3333,63.82,72,20,23.02,few clouds
357,Saryg-Sep,RU,51.5,95.6,-18.87,98,58,3.85,broken clouds
358,Mahon,ES,39.8885,4.2658,57.76,94,20,4.61,few clouds
359,Narsaq,GL,60.9167,-46.05,43.02,52,77,17.54,broken clouds
360,Nizhniy Ingash,RU,56.2,96.53,-12.95,96,58,1.39,broken clouds
361,Tabou,CI,4.423,-7.3528,79.79,81,76,6.67,broken clouds
362,Strangnas,SE,59.3774,17.0312,16.41,77,6,9.73,clear sky
363,Dovers,VC,12.8833,-61.1833,79.77,79,53,17.94,broken clouds
364,Port Hueneme,US,34.1478,-119.1951,61.95,80,75,5.75,broken clouds
365,Talcahuano,CL,-36.7167,-73.1167,62.35,64,0,14.5,clear sky
366,Tutoia,BR,-2.7619,-42.2744,84.18,80,89,10.63,overcast clouds
367,Grindavik,IS,63.8424,-22.4338,36.07,75,0,10.36,clear sky
368,Maragogi,BR,-9.0122,-35.2225,80.31,79,100,12.93,overcast clouds
369,Marsh Harbour,BS,26.5412,-77.0636,72.7,56,0,10.54,clear sky
370,Usinsk,RU,65.9939,57.5281,-2.65,95,100,8.72,overcast clouds
371,Lagoa,PT,39.05,-27.9833,62.38,90,97,11.16,overcast clouds
372,Vardo,NO,70.3705,31.1107,23.2,63,100,24.05,light snow
373,Kolpashevo,RU,58.3131,82.9089,-0.24,98,50,5.5,scattered clouds
374,Marquette,US,46.5333,-87.6335,36.82,94,100,9.55,overcast clouds
375,Vuktyl,RU,63.8567,57.3094,-11.47,96,33,6.71,scattered clouds
376,Longyearbyen,SJ,78.2186,15.6401,10.24,52,0,16.11,clear sky
377,Cairns,AU,-16.9167,145.7667,94.95,60,97,10.36,overcast clouds
378,Airai,TL,-8.9266,125.4092,60.22,97,100,4.29,overcast clouds
379,Merauke,ID,-8.4667,140.3333,81.88,80,100,5.84,overcast clouds
380,Guerrero Negro,MX,27.9769,-114.0611,66.29,74,92,13.51,overcast clouds
381,Mnogovershinnyy,RU,53.9353,139.9242,-22.61,91,79,3.56,broken clouds
382,Arica,CL,-18.475,-70.3042,70.59,84,66,2.24,broken clouds
383,Kiboga,UG,0.9161,31.7742,65.62,87,97,1.19,light rain
384,Sandovo,RU,58.4602,36.4128,13.39,93,100,13.8,light snow
385,Teguise,ES,29.0605,-13.564,59.22,82,20,4.61,few clouds
386,Kaeo,NZ,-35.1,173.7833,76.64,43,4,6.13,clear sky
387,Cabo San Lucas,MX,22.8909,-109.9124,80.51,56,20,3.44,few clouds
388,Mahibadhoo,MV,3.7833,72.9667,82.24,64,87,11.86,overcast clouds
389,Beruwala,LK,6.4788,79.9828,72.66,91,9,4.92,clear sky
390,Husavik,IS,66.0449,-17.3389,25.29,74,99,3.78,overcast clouds
391,Gwadar,PK,25.1216,62.3254,73.26,79,6,4.63,clear sky
392,Beaverlodge,CA,55.2166,-119.4361,-19.05,95,100,5.03,overcast clouds
393,Osinniki,RU,53.6239,87.3598,12.65,96,98,2.89,overcast clouds
394,Srednekolymsk,RU,67.45,153.6833,-24.95,98,100,3.76,overcast clouds
395,Zeya,RU,53.75,127.2667,-20.25,88,11,3.53,few clouds
396,Santo Antonio Do Ica,BR,-3.1022,-67.9397,76.01,93,90,2.04,overcast clouds
397,Meiningen,DE,50.5679,10.4152,43.65,95,98,2.53,overcast clouds
398,Csengele,HU,46.5423,19.8636,46.6,75,99,7.0,overcast clouds
399,Rensvik,NO,63.1,7.8167,29.86,100,90,4.61,light snow
400,Jalu,LY,29.0331,21.5482,53.76,74,4,4.47,clear sky
401,Trelew,AR,-43.249,-65.3051,68.77,38,0,11.92,clear sky
402,Coihaique,CL,-45.5752,-72.0662,64.35,55,75,9.22,broken clouds
403,Saurimo,AO,-9.6608,20.3916,63.0,98,93,3.09,overcast clouds
404,Qaqortoq,GL,60.7167,-46.0333,43.3,55,74,15.46,broken clouds
405,Gueret,FR,46.1667,1.8667,43.43,93,99,4.41,overcast clouds
406,Paraiso,CR,9.8383,-83.8656,67.06,89,98,3.56,overcast clouds
407,Panzhihua,CN,26.5851,101.7128,41.41,89,8,1.23,clear sky
408,Rawson,AR,-43.3002,-65.1023,65.44,54,0,10.85,clear sky
409,Hellvik,NO,59.9156,5.781,30.78,65,81,1.99,broken clouds
410,Payson,US,40.0444,-111.7321,43.83,70,90,4.61,overcast clouds
411,Eureka,US,40.8021,-124.1637,48.81,91,70,5.01,broken clouds
412,Stillwater,US,36.1156,-97.0584,76.84,35,1,10.36,clear sky
413,Mount Isa,AU,-20.7333,139.5,98.37,14,90,17.27,overcast clouds
414,Kayerkan,RU,69.3497,87.7602,15.53,85,100,8.3,overcast clouds
415,Palmer,US,42.1584,-72.3287,27.93,81,90,3.44,overcast clouds
416,Tuatapere,NZ,-46.1333,167.6833,65.82,40,0,6.29,clear sky
417,Hede,CN,33.7681,120.2517,30.09,53,65,15.14,broken clouds
418,Kemin,KG,42.7846,75.6892,32.85,54,85,5.59,overcast clouds
419,Abakaliki,NG,6.3163,8.1169,80.22,68,26,8.34,scattered clouds
420,Binga,ZW,-17.6203,27.3414,73.11,82,93,5.35,overcast clouds
421,Beyneu,KZ,45.3167,55.2,18.41,65,0,8.16,clear sky
422,Aasiaat,GL,68.7098,-52.8699,10.87,81,68,9.33,broken clouds
423,Gushikawa,JP,26.3544,127.8686,65.43,68,90,21.85,overcast clouds
424,Ulaanbaatar,MN,47.9077,106.8832,-14.73,95,6,1.95,clear sky
425,Asau,RO,46.4333,26.4,45.75,96,100,6.89,overcast clouds
426,Lata,PT,40.1629,-8.3327,54.91,95,100,5.93,overcast clouds
427,Shimoda,JP,34.6667,138.95,47.1,76,100,10.51,overcast clouds
428,Uitenhage,ZA,-33.7576,25.3971,58.41,96,96,3.89,overcast clouds
429,Nelson Bay,AU,-32.7167,152.15,86.29,67,18,1.99,few clouds
430,Gamba,GA,-2.65,10.0,76.89,91,91,5.99,overcast clouds
431,Kindu,CD,-2.95,25.95,69.93,100,100,1.43,moderate rain
432,Kieta,PG,-6.2167,155.6333,85.21,74,77,2.98,light rain
433,Kavaratti,IN,10.5669,72.642,81.09,68,30,11.39,scattered clouds
434,Matagami,CA,49.7502,-77.6328,10.78,95,100,7.49,overcast clouds
435,Kenai,US,60.5544,-151.2583,14.09,88,1,4.61,clear sky
436,Tieling,CN,42.2931,123.8414,-4.56,48,4,5.99,clear sky
437,San Patricio,US,28.017,-97.5169,75.88,76,94,17.18,overcast clouds
438,Kununurra,AU,-15.7667,128.7333,84.18,65,100,8.05,overcast clouds
439,Sur,OM,22.5667,59.5289,72.48,54,0,4.94,clear sky
440,Bintulu,MY,3.1667,113.0333,77.16,89,87,3.18,overcast clouds
441,Vanavara,RU,60.34,102.2797,-21.35,96,84,2.95,broken clouds
442,Hedaru,TZ,-4.5,37.9,70.65,90,94,2.35,overcast clouds
443,Coquimbo,CL,-29.9533,-71.3436,63.01,83,23,4.68,few clouds
444,Castlerea,IE,53.7667,-8.5,45.01,97,95,12.08,overcast clouds
445,Westport,US,41.1415,-73.3579,35.98,90,1,3.0,clear sky
446,Surt,LY,31.2089,16.5887,57.94,71,0,6.51,clear sky
447,Coos Bay,US,43.3665,-124.2179,43.93,100,100,1.01,overcast clouds
448,Saint-Francois,FR,46.4154,3.9054,45.84,91,0,6.91,clear sky
449,Pangai,TO,-19.8,-174.35,79.83,65,11,2.39,few clouds
450,Kloulklubed,PW,7.0419,134.2556,84.7,75,36,15.26,scattered clouds
451,Douglas,US,41.3,-96.167,52.9,64,1,1.99,clear sky
452,Chiradzulu,MW,-15.6746,35.1407,68.31,87,100,3.27,light rain
453,Geraldton,AU,-28.7667,114.6,95.41,11,0,24.16,clear sky
454,Lantana,US,26.5867,-80.052,73.42,69,40,3.44,scattered clouds
455,Shiraz,IR,29.6036,52.5388,47.34,71,100,1.79,overcast clouds
456,Carinhanha,BR,-14.3047,-43.765,69.39,98,100,4.61,light rain
457,Paamiut,GL,61.994,-49.6678,25.63,67,98,7.78,overcast clouds
458,Strezhevoy,RU,60.7333,77.5889,4.98,91,100,12.01,overcast clouds
459,Ola,RU,59.5833,151.2833,-7.64,73,100,12.41,overcast clouds
460,Mehamn,NO,71.0357,27.8492,23.72,68,100,10.42,overcast clouds
461,Kurchum,KZ,48.5722,83.6542,5.45,91,50,2.77,scattered clouds
462,Dunedin,NZ,-45.8742,170.5036,59.81,71,21,8.99,few clouds
463,Fukue,JP,32.6881,128.8419,43.66,73,42,34.45,scattered clouds
464,Beira,MZ,-19.8436,34.8389,78.85,81,100,15.77,light rain
465,Kargalinskaya,RU,43.7417,46.4792,27.19,94,100,2.86,overcast clouds
466,Anadyr,RU,64.75,177.4833,8.49,84,100,9.8,overcast clouds
467,Port Blair,IN,11.6667,92.75,75.06,82,40,9.66,scattered clouds
468,Bhuj,IN,23.2667,69.6667,67.1,80,1,4.99,clear sky
469,Kupang,ID,-10.1667,123.5833,77.58,100,75,5.75,light rain
470,Kimbe,PG,-5.5502,150.1429,82.24,80,100,2.1,moderate rain
471,Chapleau,CA,47.8405,-83.4034,29.97,95,100,12.57,overcast clouds
472,Tezu,IN,27.9167,96.1667,53.92,66,99,3.47,overcast clouds
473,Domoni,KM,-12.2569,44.5319,79.3,82,55,4.65,broken clouds
474,Xuddur,SO,4.1213,43.8894,71.15,78,87,14.09,overcast clouds
475,Altay,CN,47.8667,88.1167,17.4,51,7,8.99,clear sky
476,Lantawan,PH,10.6167,123.9833,76.68,86,96,7.99,overcast clouds
477,Pedasi,PA,7.5333,-80.0333,79.07,83,84,13.35,broken clouds
478,Vagamo,NO,61.8751,9.0967,9.12,88,36,8.05,scattered clouds
479,Pimentel,PE,-6.8367,-79.9342,68.14,87,28,13.98,scattered clouds
480,Znamenskoye,RU,57.1281,73.8282,-10.3,96,19,6.13,few clouds
481,Luau,AO,-10.7073,22.2247,63.95,99,100,3.06,light rain
482,Mesto Albrechtice,CZ,50.1629,17.5748,34.41,98,98,4.68,snow
483,Biskamzha,RU,53.4497,89.5272,6.21,87,80,4.18,broken clouds
484,Iskateley,RU,67.6803,53.1512,-13.04,95,85,5.12,overcast clouds
485,Fernan-Nunez,ES,37.6884,-4.7247,55.29,90,86,4.81,overcast clouds
486,Xochihuehuetlan,MX,17.9167,-98.4333,77.18,31,0,2.68,clear sky
487,Mangrol,IN,21.1167,70.1167,68.59,84,0,8.61,clear sky
488,Cartagena Del Chaira,CO,1.3349,-74.8429,79.47,78,100,2.1,overcast clouds
489,Krasnogorskiy,RU,54.6025,61.231,-13.04,92,30,5.19,scattered clouds
490,Ryotsu,JP,38.0833,138.4333,39.16,93,100,18.28,light rain
491,Tongren,CN,27.7172,109.1853,40.32,83,100,7.29,overcast clouds
492,Leh,IN,34.1667,77.5833,3.09,81,95,3.06,overcast clouds
493,Ballina,AU,-28.8667,153.5667,77.04,1,100,5.99,overcast clouds
494,Davenda,RU,53.5556,119.317,-17.48,84,100,2.93,overcast clouds
495,Norsup,VU,-16.0667,167.3833,84.83,70,40,12.97,scattered clouds
496,Dali,CN,25.7,100.1833,36.39,81,53,0.45,broken clouds
497,Margate,GB,51.3813,1.3862,49.87,93,100,1.01,moderate rain
498,Solnechnyy,RU,50.7214,136.6319,-14.17,90,99,2.21,overcast clouds
499,Juneau,US,58.3019,-134.4197,21.25,83,6,8.08,clear sky
500,Olafsvik,IS,64.8945,-23.7142,35.49,74,93,9.15,overcast clouds
501,Sakaiminato,JP,35.55,133.2333,46.24,72,68,7.02,broken clouds
502,Hokitika,NZ,-42.7167,170.9667,65.66,60,79,10.22,broken clouds
503,Misratah,LY,32.3754,15.0925,59.36,70,0,8.12,clear sky
504,Naron,ES,43.5167,-8.1528,55.9,80,89,12.48,overcast clouds
505,Gizo,SB,-8.103,156.8419,84.2,76,96,7.49,moderate rain
506,Campamento,HN,14.55,-86.65,66.74,77,39,2.51,scattered clouds
507,Sinnamary,GF,5.3833,-52.95,77.54,88,95,10.04,overcast clouds
508,Graaff-Reinet,ZA,-32.2522,24.5308,57.92,93,38,3.04,scattered clouds
509,Awjilah,LY,29.1081,21.2869,54.32,70,4,4.65,clear sky
510,Devils Lake,US,48.1128,-98.8651,4.98,75,1,14.0,clear sky
511,Dolores,AR,-36.3132,-57.6792,71.89,72,67,17.47,light rain
512,Billings,US,45.7833,-108.5007,29.37,86,90,5.75,light snow
513,Inuvik,CA,68.3499,-133.7218,-7.56,77,75,10.36,light snow
514,Grimshaw,CA,56.1834,-117.6027,-15.18,64,75,11.5,broken clouds
515,Progreso,MX,21.2833,-89.6667,77.11,65,0,15.1,clear sky
516,Saldanha,ZA,-33.0117,17.9442,68.05,85,93,8.48,overcast clouds
517,Uberlandia,BR,-18.9186,-48.2772,66.58,70,13,3.67,few clouds
518,Las Vegas,US,36.175,-115.1372,61.48,44,1,21.85,clear sky
519,Bilibino,RU,68.0546,166.4372,-22.68,99,97,1.3,overcast clouds
520,Otofuke,JP,42.9917,143.2003,18.55,79,72,2.1,broken clouds
521,Saint-Augustin,CA,51.226,-58.6502,30.07,94,100,13.15,light snow
522,Bouafle,CI,6.9904,-5.7442,69.82,58,72,2.42,broken clouds
523,Korhogo,CI,9.45,-5.6333,72.28,28,5,0.54,clear sky
524,Korla,CN,41.7597,86.1469,23.02,61,4,5.06,clear sky
525,Manta,EC,-0.95,-80.7333,76.78,78,75,10.36,broken clouds
526,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,80.29,80,100,15.17,overcast clouds
527,Aksha,RU,50.2814,113.2867,-14.66,86,4,4.43,clear sky
528,Guarapari,BR,-20.6667,-40.4975,73.29,87,100,9.6,overcast clouds
529,Alta Gracia,AR,-31.6529,-64.4283,86.88,37,6,3.76,clear sky
530,Iracoubo,GF,5.4802,-53.2011,77.54,87,91,9.66,overcast clouds
531,Furukawa,JP,38.5717,140.9556,34.74,81,99,8.79,light snow
532,Ormara,PK,25.2088,64.6357,74.03,76,24,3.47,few clouds
533,Viedma,AR,-40.8135,-62.9967,62.82,76,0,13.51,clear sky
534,Wamba,NG,8.9333,8.6,73.22,24,84,5.08,broken clouds
535,Alofi,NU,-19.0595,-169.9187,84.09,70,53,9.22,broken clouds
536,Beihai,CN,21.4833,109.1,68.88,76,99,7.94,overcast clouds
537,Mission Bend,US,29.6938,-95.6649,74.61,76,20,1.99,few clouds
538,Trincomalee,LK,8.5711,81.2335,77.68,66,5,11.43,clear sky
539,Myra,IT,45.4358,12.1348,41.04,92,75,2.3,mist
540,Hemnesberget,NO,66.2333,13.6333,17.53,98,100,3.27,light snow
541,Deputatskiy,RU,69.3,139.9,-36.56,100,81,4.03,broken clouds
542,Wiarton,CA,44.7407,-81.1332,39.4,87,90,4.61,overcast clouds
543,Ouadda,CF,8.0777,22.4007,70.16,25,84,6.02,broken clouds
544,Paidha,UG,2.4167,30.9855,63.86,74,75,4.52,broken clouds
545,Brae,GB,60.3964,-1.353,37.31,58,84,8.84,broken clouds
546,Tekeli,KZ,44.83,78.8239,25.27,59,98,9.35,overcast clouds
547,Valdivia,CL,-39.8142,-73.2459,69.06,53,0,3.71,clear sky
548,Thabazimbi,ZA,-24.5917,27.4116,66.2,29,12,6.02,few clouds
549,Badin,PK,24.656,68.8384,66.0,22,13,5.26,few clouds
550,Kyra,RU,49.5776,111.9753,-11.11,65,0,5.1,clear sky
551,Andenes,NO,69.3143,16.1194,30.18,86,75,31.07,freezing rain
552,Villa Bruzual,VE,9.3328,-69.1208,84.58,53,89,4.99,overcast clouds
553,Ancud,CL,-41.8697,-73.8203,64.42,79,20,3.4,few clouds
554,Morehead,US,37.2711,-87.1764,64.15,75,1,4.0,clear sky
555,Acapulco,MX,16.8634,-99.8901,82.22,69,75,4.61,broken clouds
556,Le Pradet,FR,43.1066,6.0172,56.89,93,90,5.75,overcast clouds
557,Sarangani,PH,5.4033,125.4636,81.72,75,89,13.09,overcast clouds
558,Alindao,CF,5.0267,21.2088,80.55,44,100,3.29,overcast clouds
559,Lesnyye Polyany,RU,55.9667,37.8667,10.02,93,95,15.19,light snow
560,Porto Velho,BR,-8.7619,-63.9039,80.65,89,20,2.3,few clouds
561,Weihai,CN,37.5017,122.1136,22.39,79,100,25.84,light snow
562,Sovetskiy,RU,61.3614,63.5842,-2.18,91,100,9.19,overcast clouds
563,Hagere Hiywet,ET,8.9833,37.85,60.24,43,95,3.91,overcast clouds
564,Shebunino,RU,46.4339,141.8603,22.71,86,100,16.84,snow
565,Pacific Grove,US,36.6177,-121.9166,55.29,71,75,1.99,broken clouds
566,Maketu,NZ,-37.7667,176.45,80.42,68,39,11.21,scattered clouds
567,Yulara,AU,-25.2406,130.9889,89.44,20,4,10.36,clear sky
568,Togur,RU,58.3631,82.8265,-0.44,98,47,5.5,scattered clouds
569,Gat,IL,31.61,34.7642,50.4,60,73,2.06,broken clouds
570,Ilhabela,BR,-23.7781,-45.3581,70.97,76,71,5.3,broken clouds
571,Gomel,BY,52.4345,30.9754,24.78,93,90,13.42,mist
572,Varna,BG,43.2167,27.9167,46.44,75,0,5.75,clear sky
573,Cedar City,US,37.6775,-113.0619,43.77,65,75,17.27,broken clouds
574,Chifeng,CN,42.2683,118.9636,-3.68,57,0,9.6,clear sky
575,Belaya Gora,RU,68.5333,146.4167,-39.68,100,98,4.12,overcast clouds
576,Gloucester,GB,51.8657,-2.2431,49.5,94,99,4.74,overcast clouds
577,Iztapa,GT,13.9333,-90.7075,82.45,65,1,0.0,clear sky
578,Kirkwood,US,38.5834,-90.4068,70.9,67,75,5.99,broken clouds
579,Kalinovo,RU,57.1317,60.1464,-0.65,88,100,11.3,overcast clouds
580,Fort-Shevchenko,KZ,44.5086,50.263,28.58,59,8,19.66,clear sky
581,Caronport,CA,50.4501,-105.8179,-2.02,90,33,9.71,scattered clouds
582,Porto Torres,IT,40.835,8.3972,57.38,78,100,10.33,overcast clouds
583,Cap Malheureux,MU,-19.9842,57.6142,76.46,85,95,2.98,overcast clouds
584,Auki,SB,-8.7676,160.7034,83.93,78,100,2.86,overcast clouds
585,Walvis Bay,NA,-22.9575,14.5053,62.15,91,0,3.24,clear sky
586,Kajaani,FI,64.2273,27.7285,-2.15,84,75,1.14,light shower snow
587,Nizhneangarsk,RU,55.7833,109.55,-7.33,73,42,4.38,scattered clouds
588,Pushkinskiye Gory,RU,57.0209,28.9103,12.06,95,98,5.06,overcast clouds
589,Mukhen,RU,48.1,136.1,-19.16,93,100,3.71,overcast clouds
590,Ahuimanu,US,21.4447,-157.8378,80.31,64,40,5.01,scattered clouds
591,Kilembe,UG,0.2,30.0,61.27,84,99,4.45,overcast clouds
592,Manono,CD,-7.3,27.4167,68.5,97,100,2.53,overcast clouds
593,Ojinaga,MX,29.5667,-104.4167,81.55,26,1,0.0,clear sky
594,Woodward,US,36.4337,-99.3904,76.23,31,75,25.32,broken clouds
595,Vila,PT,42.0304,-8.1588,43.68,95,86,5.17,overcast clouds
596,Mezen,RU,65.8522,44.24,5.36,92,100,12.08,overcast clouds
597,Puerto Baquerizo Moreno,EC,-0.9,-89.6,71.01,88,59,9.93,broken clouds
598,Axim,GH,4.8699,-2.2405,79.86,83,19,5.23,few clouds
599,Lumphat,KH,13.4878,106.9816,70.03,82,57,4.47,broken clouds
600,Kavieng,PG,-2.5744,150.7967,82.9,77,100,1.03,overcast clouds
601,Berja,ES,36.8469,-2.9497,53.76,77,59,9.4,broken clouds
602,Russell,US,32.3502,-85.1999,60.51,86,1,3.44,clear sky
603,Mountain Home,US,43.133,-115.6912,34.93,88,78,7.14,broken clouds
604,Nicoya,CR,10.1483,-85.452,80.15,74,57,5.88,broken clouds
605,Nombre De Dios,MX,23.85,-104.2333,80.15,21,79,4.68,broken clouds
606,Aykhal,RU,66.0,111.5,-17.54,89,25,5.55,scattered clouds
607,Coahuayana,MX,18.7333,-103.6833,83.68,71,1,4.61,clear sky
608,Zambezi,ZM,-13.5432,23.1047,65.19,98,99,4.83,moderate rain
609,Urengoy,RU,65.9667,78.3667,10.53,89,99,18.16,overcast clouds
610,Muhos,FI,64.808,25.9931,14.7,93,100,7.96,light snow
611,Weligama,LK,5.9667,80.4167,73.51,88,83,4.74,broken clouds
612,Ulaangom,MN,49.9811,92.0667,-11.38,91,92,3.69,overcast clouds
613,Maputo,MZ,-25.9653,32.5892,72.23,84,80,1.01,broken clouds
614,Simao,CN,22.7886,100.9748,47.7,95,36,1.05,scattered clouds
615,Nizhniy Odes,RU,63.6445,54.856,-12.98,98,42,6.15,scattered clouds
616,Havoysund,NO,70.9963,24.6622,22.08,78,100,8.39,light snow
617,Bone,DE,51.9669,12.1396,30.87,82,100,8.52,overcast clouds
618,Magadan,RU,59.5667,150.8,-7.91,79,100,10.76,overcast clouds
619,Wucheng,CN,29.6008,118.175,37.81,94,100,6.33,overcast clouds
620,Waipawa,NZ,-41.4122,175.5153,61.93,73,100,8.86,overcast clouds
621,Dudinka,RU,69.4058,86.1778,16.63,94,100,13.35,light snow
622,Umarkot,PK,25.3616,69.7362,62.64,24,5,6.6,clear sky
623,Santa Maria,BR,-29.6842,-53.8069,70.38,52,1,5.06,clear sky
624,San Felipe,VE,10.3399,-68.7425,71.71,98,61,3.8,broken clouds
625,Nefteyugansk,RU,61.0998,72.6035,3.45,88,100,19.3,overcast clouds
626,Mabay,PH,6.0577,124.4666,81.0,75,90,0.72,overcast clouds
627,Leglise,BE,49.7999,5.5365,45.16,95,100,2.57,light rain
628,Dicabisagan,PH,17.0818,122.4157,76.53,87,33,6.24,scattered clouds
629,Lavrentiya,RU,65.5833,-171.0,5.77,89,100,9.91,overcast clouds
630,Pokrovsk,UA,48.282,37.1758,33.03,98,100,17.27,snow
631,Neftcala,AZ,39.3742,49.2472,38.3,77,100,12.17,overcast clouds
632,Ponta Delgada,PT,37.7333,-25.6667,63.5,94,75,8.05,broken clouds
633,Mancheral,IN,18.8667,79.4333,62.8,69,0,2.57,clear sky
634,Nichinan,JP,31.6,131.3667,51.48,73,69,14.54,broken clouds
635,Road Town,VG,18.4167,-64.6167,77.09,78,20,0.0,few clouds
636,Kamenka,RU,51.3223,42.7678,11.75,89,62,20.62,broken clouds
637,Brasilia De Minas,BR,-16.2064,-44.4333,65.01,97,100,3.0,moderate rain
638,Jiuquan,CN,39.7432,98.5174,10.35,59,3,4.72,clear sky
639,Arrifes,PT,37.7667,-25.7,61.23,94,75,8.05,broken clouds
640,Pittsburg,US,38.028,-121.8847,55.26,73,90,4.0,overcast clouds
641,Malko Tarnovo,BG,41.9833,27.5333,33.78,91,23,16.08,few clouds
642,Montrose,US,38.4166,-108.2673,32.36,95,98,9.73,snow
643,Gagino,RU,55.2314,45.0339,2.89,86,9,17.13,clear sky
644,Turayf,SA,31.6725,38.6637,39.45,100,0,4.61,clear sky
645,Khor,RU,47.8861,134.9464,-21.42,95,100,5.61,overcast clouds
646,Cururupu,BR,-1.8283,-44.8683,79.54,81,98,4.23,overcast clouds
647,Zhanaozen,KZ,43.3,52.8,19.33,66,0,12.12,clear sky
648,Chino Valley,US,34.7575,-112.4538,48.42,84,90,1.01,overcast clouds
649,Brigantine,US,39.4101,-74.3646,45.01,85,1,5.75,clear sky
650,Tonj,SS,7.2737,28.6822,75.24,29,72,4.9,broken clouds
651,Chara,RU,56.9064,118.2631,-13.5,97,100,0.38,overcast clouds
652,Grants Pass,US,42.439,-123.3284,39.9,92,75,5.75,fog
653,Cowra,AU,-33.8333,148.6833,85.26,39,22,6.26,few clouds
654,Ha Giang,VN,22.8333,104.9833,63.01,95,73,0.11,broken clouds
655,Ejea De Los Caballeros,ES,42.1263,-1.1372,49.86,87,91,7.45,overcast clouds
656,Canutama,BR,-6.5339,-64.3831,76.66,93,100,2.21,overcast clouds
657,Nanlong,CN,31.3533,106.0631,49.28,86,100,7.18,overcast clouds
658,Atambua,ID,-9.1061,124.8925,74.7,88,100,3.18,overcast clouds
659,Khasan,RU,42.4308,130.6434,-3.23,76,0,27.96,clear sky
660,Santa Fe,AR,-31.6333,-60.7,85.75,26,0,5.99,light rain
661,Luena,AO,-11.7833,19.9167,59.18,97,99,1.63,overcast clouds
662,Nador,MA,35.174,-2.9287,53.85,94,0,0.0,clear sky
663,Itoman,JP,26.1247,127.6694,66.22,68,75,29.93,broken clouds
664,Filadelfia,US,39.9523,-75.1638,46.15,62,75,3.44,broken clouds
665,Novoanninskiy,RU,50.5287,42.6747,12.56,89,77,19.98,broken clouds
666,Naze,JP,28.3667,129.4833,59.92,65,100,24.76,overcast clouds
667,Leshukonskoye,RU,64.8989,45.7622,5.81,92,100,10.0,overcast clouds
668,Garachine,PA,8.0647,-78.3628,79.75,85,65,9.33,broken clouds
669,Christchurch,NZ,-43.5333,172.6333,65.32,60,79,5.99,broken clouds
670,Tual,ID,-5.6667,132.75,83.39,74,100,21.83,light rain
671,Aljezur,PT,37.3191,-8.8033,59.41,81,100,15.46,light rain
672,La Sarre,CA,48.8002,-79.1996,20.97,92,100,9.13,light snow
673,Verin,ES,41.9415,-7.4381,50.56,97,99,3.6,overcast clouds
674,Brookhaven,US,31.5791,-90.4407,69.46,77,0,11.05,clear sky
675,Batemans Bay,AU,-35.7167,150.1833,90.19,56,21,5.97,few clouds
676,Urumqi,CN,43.801,87.6005,11.35,92,90,4.47,fog
677,Egvekinot,RU,66.3167,-179.1667,-11.97,88,100,13.91,overcast clouds
678,Susanville,US,40.4163,-120.653,37.09,72,90,17.27,light snow
679,Riyadh,SA,24.6877,46.7219,62.74,46,100,1.81,overcast clouds
680,Pemba,MZ,-12.974,40.5178,78.6,86,47,8.52,scattered clouds
681,Bagdarin,RU,54.4333,113.6,-13.95,84,99,3.87,overcast clouds
682,Terpinnya,UA,46.9697,35.4197,35.28,96,100,9.26,overcast clouds
